alpha,comparator_cell,comparator_variant,contrast,dataset,difference_ci95,difference_ci95_high,difference_ci95_low,difference_std,mean_difference,mean_improvement,metric,metric_goal,negative_differences,num_pairs,paired_seeds,paired_t_p,paired_t_p_holm_auprc_family,positive_differences,target_cell,target_epsilon,target_variant,ties,wilcoxon_p,wilcoxon_p_holm_auprc_family
0.1,A0,dp_uniform,ha_under_uniform,german_credit,0.02861748706421056,0.04055908486692222,-0.016675889261498905,0.040004488423401076,0.011941597802711656,0.011941597802711656,auprc,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.369839134526608,1.0,7,A2,3.0,ha_uniform,0,0.375,1.0
0.1,A1,scheduler,ha_under_scheduler,german_credit,0.026991799885920886,0.03920855424503071,-0.014775045526811059,0.037731934451137934,0.012216754359109827,0.012216754359109827,auprc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.33262596983447756,1.0,6,A3,3.0,full_ha_dp,0,0.375,1.0
0.1,A2,ha_uniform,scheduler_with_ha,german_credit,0.011961813872759986,0.005576072387217523,-0.018347555358302448,0.016721462772814773,-0.0063857414855424625,-0.0063857414855424625,auprc,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.257963049118657,1.0,5,A3,3.0,full_ha_dp,0,0.556640625,1.0
0.1,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.0221415124698722,0.027697368787041394,-0.016585656152703004,0.030951700171652632,0.005555856317169194,0.005555856317169194,auprc,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5841651210447437,1.0,7,A3,3.0,full_ha_dp,0,0.232421875,1.0
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.02400642914490708,0.024281585701305248,-0.02373127258850891,0.033558673920593106,0.0002751565563981706,0.0002751565563981706,auprc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.979880285963804,1.0,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.76953125,1.0
0.1,A0,dp_uniform,scheduler_without_ha,german_credit,0.013652026887258058,0.019269239623249432,-0.008034814151266684,0.019084217644332883,0.005617212735991373,0.005617212735991373,f1,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.3762598742790103,,6,A1,3.0,scheduler,1,0.42578125,
0.1,A0,dp_uniform,ha_under_uniform,german_credit,0.06205427900607352,0.09039742770619294,-0.03371113030595411,0.08674590052407347,0.028343148700119412,0.028343148700119412,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.32845853351984966,,6,A2,3.0,ha_uniform,0,0.322265625,
0.1,A1,scheduler,ha_under_scheduler,german_credit,0.04912720815047623,0.07232847790099617,-0.02592593839995628,0.06867510153215321,0.02320126975051995,0.02320126975051995,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.31318017175619633,,5,A3,3.0,full_ha_dp,1,0.42578125,
0.1,A2,ha_uniform,scheduler_with_ha,german_credit,0.02394271455654453,0.024418048342936437,-0.02346738077015262,0.033469607067628956,0.00047533378639190714,0.00047533378639190714,f1,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.9651593149035504,,6,A3,3.0,full_ha_dp,1,1.0,
0.1,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.05106727912737454,0.07988576161388586,-0.02224879664086322,0.07138713375083698,0.02881848248651132,0.02881848248651132,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.23370130436947253,,6,A3,3.0,full_ha_dp,0,0.275390625,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.021933605549820014,0.016791726600220543,-0.027075484499419485,0.0306610663379512,-0.005141878949599471,-0.005141878949599471,f1,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.6087265156143107,,5,A3-A2,3.0,scheduler_effect_with_ha,0,0.76953125,
0.1,A0,dp_uniform,scheduler_without_ha,german_credit,0.011449925553679434,0.016092782696536582,-0.006807068410822285,0.016005892244599456,0.004642857142857148,0.004642857142857148,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.3829148308757164,,6,A1,3.0,scheduler,1,0.5703125,
0.1,A0,dp_uniform,ha_under_uniform,german_credit,0.02595588023961949,0.03119397547771475,-0.020717785001524235,0.03628381863981413,0.005238095238095259,0.005238095238095259,balanced_accuracy,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.6588331690076726,,6,A2,3.0,ha_uniform,0,0.625,
0.1,A1,scheduler,ha_under_scheduler,german_credit,0.02186900058618507,0.024369000586185078,-0.01936900058618506,0.030570754826181164,0.002500000000000008,0.002500000000000008,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8017585177002848,,6,A3,3.0,full_ha_dp,1,0.734375,
0.1,A2,ha_uniform,scheduler_with_ha,german_credit,0.013632940775889921,0.01553770268065182,-0.011728178871128023,0.01905753710038571,0.001904761904761898,0.001904761904761898,balanced_accuracy,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7591615133082406,,5,A3,3.0,full_ha_dp,1,0.65234375,
0.1,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.025077305097311164,0.03222016224016832,-0.017934447954454008,0.03505565527834565,0.0071428571428571565,0.0071428571428571565,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5354309829454074,,5,A3,3.0,full_ha_dp,0,0.6953125,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.01597292848618354,0.013234833248088287,-0.01871102372427879,0.022328614363644503,-0.0027380952380952504,-0.0027380952380952504,balanced_accuracy,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7071899465666762,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.845703125,
0.1,A0,dp_uniform,scheduler_without_ha,german_credit,0.0014642479837467313,0.0012709885611810643,-0.0016575074063123983,0.0020468775397138586,-0.00019325942256566696,0.00019325942256566696,brier,minimize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7720455246607006,,6,A1,3.0,scheduler,0,0.921875,
0.1,A0,dp_uniform,ha_under_uniform,german_credit,0.003949338104664673,-0.0016795341310211773,-0.009578210340350522,0.005520793986336445,-0.00562887223568585,0.00562887223568585,brier,minimize,9,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.01041928413899759,,1,A2,3.0,ha_uniform,0,0.009765625,
0.1,A1,scheduler,ha_under_scheduler,german_credit,0.002237170708513709,-0.0027614436119517767,-0.0072357850289791956,0.0031273490054909378,-0.004998614320465486,0.004998614320465486,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0006861941285130766,,0,A3,3.0,full_ha_dp,0,0.001953125,
0.1,A2,ha_uniform,scheduler_with_ha,german_credit,0.002203882514739604,0.002640881007394301,-0.001766884022084907,0.0030808153193051394,0.00043699849265469717,-0.00043699849265469717,brier,minimize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.6643583093094165,,5,A3,3.0,full_ha_dp,0,0.76953125,
0.1,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.0026833086888724492,-0.0025085650541587035,-0.007875182431903601,0.0037510068979695935,-0.005191873743031153,0.005191873743031153,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0017788766286521076,,0,A3,3.0,full_ha_dp,0,0.001953125,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.003308471932906814,0.003938729848127178,-0.0026782140176864503,0.004624924852491381,0.0006302579152203641,-0.0006302579152203641,brier,minimize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.676651305773186,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.625,
0.5,A0,dp_uniform,scheduler_without_ha,german_credit,0.00730218999878801,0.0024569519035499135,-0.012147428094026108,0.0102077577467422,-0.004845238095238097,-0.004845238095238097,auc,maximize,7,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.1675929451250769,,3,A1,3.0,scheduler,0,0.193359375,
0.5,A0,dp_uniform,ha_under_uniform,german_credit,0.026656284931206906,0.03426342778834975,-0.01904914207406406,0.03726291688535316,0.007607142857142845,0.007607142857142845,auc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5346670484851109,,6,A2,3.0,ha_uniform,0,0.556640625,
0.5,A1,scheduler,ha_under_scheduler,german_credit,0.023361266701624528,0.03658745717781496,-0.010135076225434091,0.032656799013282056,0.013226190476190437,0.013226190476190437,auc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.23230294287201939,,6,A3,3.0,full_ha_dp,0,0.322265625,
0.5,A2,ha_uniform,scheduler_with_ha,german_credit,0.008528563990823928,0.00930237351463342,-0.007754754467014434,0.01192211037515718,0.0007738095238094933,0.0007738095238094933,auc,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8419447531612274,,5,A3,3.0,full_ha_dp,0,0.921875,
0.5,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.025827097714807453,0.03420805009575979,-0.017446145333855113,0.03610379308371201,0.00838095238095234,0.00838095238095234,auc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.48158837219954975,,6,A3,3.0,full_ha_dp,0,0.431640625,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.014276566710635904,0.019895614329683495,-0.008657519091588312,0.019957264116869523,0.00561904761904759,0.00561904761904759,auc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.39645326042705653,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.4921875,
0.5,A0,dp_uniform,scheduler_without_ha,german_credit,0.007666922770888441,0.005842232759912681,-0.009491612781864202,0.010717619004873924,-0.0018246900109757601,-0.0018246900109757601,auprc,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.6033714707807944,1.0,4,A1,3.0,scheduler,0,0.431640625,1.0
0.5,A0,dp_uniform,ha_under_uniform,german_credit,0.023332705666851073,0.029922281144836332,-0.016743130188865814,0.03261687343971959,0.00658957547798526,0.00658957547798526,auprc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5388219276734321,1.0,6,A2,3.0,ha_uniform,0,0.4921875,1.0
0.5,A1,scheduler,ha_under_scheduler,german_credit,0.021979260434896827,0.035899545056646914,-0.008058975813146744,0.030724887466529998,0.013920284621750083,0.013920284621750083,auprc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.18574675324042614,1.0,6,A3,3.0,full_ha_dp,0,0.16015625,1.0
0.5,A2,ha_uniform,scheduler_with_ha,german_credit,0.009887957577027847,0.01539397670981691,-0.004381938444238783,0.013822411574214977,0.005506019132789064,0.005506019132789064,auprc,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.23947581888284364,1.0,6,A3,3.0,full_ha_dp,0,0.322265625,1.0
0.5,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.02349221550291451,0.035587810113688834,-0.011396620892140184,0.03283985281508895,0.012095594610774325,0.012095594610774325,auprc,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.27407039601072836,1.0,7,A3,3.0,full_ha_dp,0,0.275390625,1.0
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.015612445850430935,0.02294315499419576,-0.00828173670666611,0.02182469438644856,0.007330709143764824,0.007330709143764824,auprc,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.3158237091661764,1.0,7,A3-A2,3.0,scheduler_effect_with_ha,0,0.431640625,1.0
0.5,A0,dp_uniform,scheduler_without_ha,german_credit,0.04206198290890027,0.03778957733097124,-0.0463343884868293,0.05879859767452342,-0.004272405577929034,-0.004272405577929034,f1,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8234027109378633,,2,A1,3.0,scheduler,2,0.4609375,
0.5,A0,dp_uniform,ha_under_uniform,german_credit,0.042046541134869414,0.06954001564643883,-0.014553066623299998,0.05877701156288936,0.027493474511569416,0.027493474511569416,f1,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.1732182196908462,,6,A2,3.0,ha_uniform,2,0.1953125,
0.5,A1,scheduler,ha_under_scheduler,german_credit,0.05599997775040158,0.07172021121961848,-0.04027974428118468,0.07828257095390975,0.015720233469216898,0.015720233469216898,f1,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5412151133170526,,5,A3,3.0,full_ha_dp,0,0.556640625,
0.5,A2,ha_uniform,scheduler_with_ha,german_credit,0.023283552243995788,0.007237905623714236,-0.03932919886427734,0.032548161692557,-0.016045646620281552,-0.016045646620281552,f1,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.1534390410199215,,4,A3,3.0,full_ha_dp,0,0.232421875,
0.5,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.03301203977887775,0.04445986767016561,-0.021564211887589883,0.04614764951946354,0.011447827891287862,0.011447827891287862,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.45291955583610466,,6,A3,3.0,full_ha_dp,0,0.322265625,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.040995489311456704,0.02922224826910419,-0.05276873035380922,0.05730774242658239,-0.011773241042352514,-0.011773241042352514,f1,maximize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5321437907946878,,6,A3-A2,3.0,scheduler_effect_with_ha,0,0.76953125,
0.5,A0,dp_uniform,scheduler_without_ha,german_credit,0.013942700332386846,0.012276033665720186,-0.015609366999053506,0.019490551102073383,-0.0016666666666666607,-0.0016666666666666607,balanced_accuracy,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7929427658549533,,2,A1,3.0,scheduler,2,0.3828125,
0.5,A0,dp_uniform,ha_under_uniform,german_credit,0.022285110599487283,0.02954701536139204,-0.015023205837582525,0.031152436515165926,0.0072619047619047585,0.0072619047619047585,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.4798036489290365,,5,A2,3.0,ha_uniform,2,0.4375,
0.5,A1,scheduler,ha_under_scheduler,german_credit,0.03214652166493146,0.034527474045883834,-0.02976556928397909,0.04493773862505416,0.0023809523809523725,0.0023809523809523725,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8706431715126128,,5,A3,3.0,full_ha_dp,0,0.6953125,
0.5,A2,ha_uniform,scheduler_with_ha,german_credit,0.019358515819634138,0.012810896772015091,-0.025906134867253183,0.02706133911280039,-0.006547619047619047,-0.006547619047619047,balanced_accuracy,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.4637855847359498,,4,A3,3.0,full_ha_dp,0,0.322265625,
0.5,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.02652401741970402,0.02723830313398973,-0.025809731705418306,0.03707801965378153,0.0007142857142857118,0.0007142857142857118,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.9527547799643141,,5,A3,3.0,full_ha_dp,0,0.94921875,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.022989934721364243,0.018108982340411858,-0.027870887102316628,0.032137712698252704,-0.004880952380952386,-0.004880952380952386,balanced_accuracy,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.6424902714868044,,5,A3-A2,3.0,scheduler_effect_with_ha,0,0.76953125,
0.5,A0,dp_uniform,scheduler_without_ha,german_credit,0.0017853564294040888,0.00042309556861627154,-0.0031476172901919062,0.002495756194507458,-0.0013622608607878172,0.0013622608607878172,brier,minimize,8,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.11841323255665427,,2,A1,3.0,scheduler,0,0.02734375,
0.5,A0,dp_uniform,ha_under_uniform,german_credit,0.0015014848973509216,-0.001786002526514188,-0.004788972321216031,0.002098931155597728,-0.0032874874238651096,0.0032874874238651096,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0007880811254475622,,0,A2,3.0,ha_uniform,0,0.001953125,
0.5,A1,scheduler,ha_under_scheduler,german_credit,0.0017683137414232775,-0.0013156117324427175,-0.004852239215289272,0.0024719321594864146,-0.003083925473865995,0.003083925473865995,brier,minimize,9,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0033792874460121343,,1,A3,3.0,full_ha_dp,0,0.009765625,
0.5,A2,ha_uniform,scheduler_with_ha,german_credit,0.002311837896706138,0.0011531389859174355,-0.0034705368074948403,0.003231726537275953,-0.0011586989107887024,0.0011586989107887024,brier,minimize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.2861757782354225,,5,A3,3.0,full_ha_dp,0,0.556640625,
0.5,A0,dp_uniform,full_vs_uniform_dp,german_credit,0.0028423247015549645,-0.0016038616330988475,-0.0072885110362087766,0.00397329595585297,-0.004446186334653812,0.004446186334653812,brier,minimize,10,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.006327557707119678,,0,A3,3.0,full_ha_dp,0,0.001953125,
0.5,A1-A0,scheduler_effect_without_ha,factorial_interaction,german_credit,0.0007903669101512232,0.000993928860150338,-0.0005868049601521084,0.0011048567554670476,0.0002035619499991148,-0.0002035619499991148,brier,minimize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.5744491995098688,,5,A3-A2,3.0,scheduler_effect_with_ha,0,0.556640625,
0.1,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.017539984479088725,0.03294219515172847,-0.002137773806448976,0.02451920759030824,0.015402210672639749,0.015402210672639749,auc,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.07824332671923045,,9,A1,3.0,scheduler,0,0.00390625,
0.1,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.023991165598677176,0.04264528222709185,-0.005337048970262503,0.03353733695424508,0.018654116628414673,0.018654116628414673,auc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.11245338437389597,,8,A2,3.0,ha_uniform,0,0.009765625,
0.1,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.02138609809517996,0.03740882481116367,-0.005363371379196246,0.029895703691617877,0.016022726715983714,0.016022726715983714,auc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.12434721401623675,,8,A3,3.0,full_ha_dp,0,0.013671875,
0.1,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.015126800133824857,0.027897620894033647,-0.0023559793736160663,0.021145808486919698,0.01277082076020879,0.01277082076020879,auc,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.08848579523839983,,9,A3,3.0,full_ha_dp,0,0.00390625,
0.1,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.03192975188369394,0.06335468927231741,-0.00050481449507047,0.044634715365723165,0.03142493738862347,0.03142493738862347,auc,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.053008092555139726,,9,A3,3.0,full_ha_dp,0,0.00390625,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.0040874926923620625,0.0014561027799311031,-0.006718882604793022,0.005713920782961851,-0.0026313899124309594,-0.0026313899124309594,auc,maximize,8,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.1792916990628585,,2,A3-A2,3.0,scheduler_effect_with_ha,0,0.064453125,
0.1,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.012045027307139591,0.023908234370286528,-0.00018182024399265515,0.01683778713298103,0.011863207063146936,0.011863207063146936,auprc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.05286828891195068,1.0,8,A1,3.0,scheduler,0,0.037109375,0.7421875
0.1,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.019756273402645387,0.0379344435080594,-0.0015781032972313723,0.027617365873262998,0.018178170105414015,0.018178170105414015,auprc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.06710625661075303,1.0,8,A2,3.0,ha_uniform,0,0.009765625,0.244140625
0.1,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.019867621011018553,0.03822199218781824,-0.0015132498342188654,0.02777301909676732,0.018354371176799687,0.018354371176799687,auprc,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0661987690954923,1.0,8,A3,3.0,full_ha_dp,0,0.013671875,0.314453125
0.1,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.01190231126833225,0.023941719402864853,0.00013709686620035598,0.016638283867390597,0.012039408134532605,0.012039408134532605,auprc,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.047914446790341084,1.0,9,A3,3.0,full_ha_dp,0,0.00390625,0.109375
0.1,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.026380078819645655,0.05659765705959228,0.003837499420300969,0.036876807365407105,0.030217578239946623,0.030217578239946623,auprc,maximize,0,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.02915448690020063,0.787171146305417,10,A3,3.0,full_ha_dp,0,0.001953125,0.0703125
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.002363411217932272,0.0025396122893179426,-0.002187210146546602,0.0033038210691025255,0.00017620107138567042,0.00017620107138567042,auprc,maximize,5,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8697996306151382,1.0,5,A3-A2,3.0,scheduler_effect_with_ha,0,1.0,1.0
0.1,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.014391185808263506,0.028834314627805686,5.194301127867465e-05,0.02011749056700667,0.01444312881954218,0.01444312881954218,f1,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.04933708002842519,,7,A1,3.0,scheduler,0,0.048828125,
0.1,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.020983455272372165,0.037129785086067325,-0.004837125458677004,0.02933284783681698,0.01614632981369516,0.01614632981369516,f1,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.11572699745507818,,8,A2,3.0,ha_uniform,0,0.01953125,
0.1,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.02085496524060649,0.03736193148876377,-0.004347998992449208,0.029153231157799733,0.01650696624815728,0.01650696624815728,f1,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.10698206773572619,,7,A3,3.0,full_ha_dp,1,0.0546875,
0.1,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.012096425133269906,0.026900190387274207,0.0027073401207343938,0.016909636339579943,0.0148037652540043,0.0148037652540043,f1,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.021808428282023316,,9,A3,3.0,full_ha_dp,0,0.005859375,
0.1,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.02784322619912298,0.05879332126682244,0.0031068688685764803,0.03892214636644161,0.03095009506769946,0.03095009506769946,f1,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.03306144586084557,,9,A3,3.0,full_ha_dp,0,0.00390625,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.003552561311202955,0.003913197745665074,-0.003191924876740836,0.004966138275123971,0.00036063643446211934,0.00036063643446211934,f1,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.8235042539776207,,4,A3-A2,3.0,scheduler_effect_with_ha,0,1.0,
0.1,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.008779035126890353,0.016199869538450318,-0.0013582007153303908,0.012272244880003225,0.007420834411559963,0.007420834411559963,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.08815350295887282,,7,A1,3.0,scheduler,0,0.10546875,
0.1,A0,dp_uniform,ha_under_uniform,give_me_some_credit,0.01198979254457593,0.024005462425063163,2.587733591130452e-05,0.01676057425909768,0.012015669880487235,0.012015669880487235,balanced_accuracy,maximize,1,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0496025529696135,,9,A2,3.0,ha_uniform,0,0.02734375,
0.1,A1,scheduler,ha_under_scheduler,give_me_some_credit,0.015409725090899398,0.02549916482430387,-0.005320285357494927,0.02154131030525142,0.010089439733404471,0.010089439733404471,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.1727085060158992,,6,A3,3.0,full_ha_dp,1,0.1640625,
0.1,A2,ha_uniform,scheduler_with_ha,give_me_some_credit,0.009826664790922146,0.015321269055399345,-0.004332060526444947,0.013736730167363919,0.005494604264477199,0.005494604264477199,balanced_accuracy,maximize,3,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.2376794848763986,,7,A3,3.0,full_ha_dp,0,0.431640625,
0.1,A0,dp_uniform,full_vs_uniform_dp,give_me_some_credit,0.015887130879892845,0.033397405024857274,0.0016231432650715867,0.02220867758023964,0.017510274144964432,0.017510274144964432,balanced_accuracy,maximize,2,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.0342375165501286,,8,A3,3.0,full_ha_dp,0,0.02734375,
0.1,A1-A0,scheduler_effect_without_ha,factorial_interaction,give_me_some_credit,0.011213734651466398,0.009287504504383634,-0.013139964798549161,0.01567572013018237,-0.0019262301470827636,-0.0019262301470827636,balanced_accuracy,maximize,6,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7066192795430946,,4,A3-A2,3.0,scheduler_effect_with_ha,0,0.76953125,
0.1,A0,dp_uniform,scheduler_without_ha,give_me_some_credit,0.0001765837762743974,0.00020694611904032597,-0.00014622143350846882,0.00024684709799569003,3.0362342765928584e-05,-3.0362342765928584e-05,brier,minimize,4,10,"[42, 73, 101, 123, 909, 2026, 4096, 27182, 31415, 65537]",0.7063466046742468,,6,A1,3.0,scheduler,0,0.375,
