alpha,auc_ci95,auc_mean,auc_n,auc_std,auprc_ci95,auprc_mean,auprc_n,auprc_std,balanced_accuracy_ci95,balanced_accuracy_mean,balanced_accuracy_n,balanced_accuracy_std,brier_ci95,brier_mean,brier_n,brier_std,client_auc_mean_ci95,client_auc_mean_mean,client_auc_mean_n,client_auc_mean_std,client_auc_min_ci95,client_auc_min_mean,client_auc_min_n,client_auc_min_std,client_auprc_mean_ci95,client_auprc_mean_mean,client_auprc_mean_n,client_auprc_mean_std,client_auprc_min_ci95,client_auprc_min_mean,client_auprc_min_n,client_auprc_min_std,client_f1_mean_ci95,client_f1_mean_mean,client_f1_mean_n,client_f1_mean_std,client_f1_min_ci95,client_f1_min_mean,client_f1_min_n,client_f1_min_std,communication_cost_ci95,communication_cost_mean,communication_cost_n,communication_cost_std,communication_mb_mean,dataset,f1_ci95,f1_mean,f1_n,f1_std,method_family,num_runs,paper_method,split,target_epsilon,training_time_ci95,training_time_mean,training_time_n,training_time_std
,0.019071471390347823,0.7948690476190478,10,0.026660078669400136,0.030266398734010817,0.5961696205207794,10,0.04230950799614444,0.028599853720351467,0.7147619047619048,10,0.0399798387083966,0.006968378906156434,0.16433330241467003,10,0.009741122015910217,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,german_credit,0.030790219514517974,0.601630934941063,10,0.04304175895524218,reference,10,logistic_regression,iid,,0.07545257992318259,0.536429476737976,10,0.10547543371925235
0.1,0.04969350259825046,0.5871666666666666,10,0.06946672658397518,0.04428241801224159,0.3856254015636563,10,0.06190255191715919,0.04979219596420066,0.5458333333333334,10,0.06960469039633799,0.009973400028948486,0.21796522798680695,10,0.013941851886044486,0.12244211484684092,0.5544576791119878,9,0.15929127746685542,0.13684420642002335,0.5029581567543111,9,0.17802770298316178,0.10571091067726619,0.4130314431384516,10,0.14777366345714602,0.0,0.0,10,0.0,0.12771653332101618,0.3303535526669418,10,0.1785354027505508,0.0,0.0,10,0.0,0.0,1666000.0,10,0.0,1.5888214111328125,german_credit,0.0940038721448955,0.41412522335821533,10,0.13140835205193044,privacy_matched,10,scheduler,noniid_alpha=0.1,3.0,0.12169914806860653,3.849930500984192,10,0.1701236781945461
0.5,0.05764356265762363,0.57675,10,0.08058014422602526,0.049402192166646215,0.3732429730328329,10,0.0690595026805423,0.044065460731577175,0.5540476190476189,10,0.06159926655170282,0.005425186914473593,0.21389327905898786,10,0.007583888362660219,0.08498876812797188,0.5697338025992972,10,0.11880610561877647,0.1400335422762784,0.42104367330143316,10,0.19575339401079447,0.061008742506564365,0.448627470531342,10,0.08528434127895143,0.03243146164929684,0.028008580571320885,10,0.045336057257306266,0.06924485354012519,0.35973219223831215,10,0.0967976306099348,0.027101977601739755,0.01568627450980392,10,0.03788595227761945,0.0,1666000.0,10,0.0,1.5888214111328125,german_credit,0.08051146492507842,0.4215658651172842,10,0.1125472673166459,privacy_matched,10,scheduler,noniid_alpha=0.5,3.0,0.11395111599375672,3.866468334197998,10,0.15929267620100962
,0.021325207513178727,0.7916904761904762,10,0.02981058452733567,0.03957825062953836,0.6347969654759471,10,0.0553265793595113,0.02605581192176186,0.6927380952380953,10,0.03642351349884998,0.010861071522108467,0.16586601186072342,10,0.015182731069189534,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,german_credit,0.02964934297469113,0.5747747734091643,10,0.04144692352375836,reference,10,xgboost,iid,,0.0035241213813532167,0.058419013023376466,10,0.004926381994571334
,0.002266270480617976,0.863216891687552,10,0.003168027681911992,0.005471595103019509,0.3876987824901911,10,0.007648762536876512,0.0059302545700869475,0.7215253748108743,10,0.008289924260804729,0.00023581729442903991,0.049624848277289024,10,0.0003296498467478046,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,give_me_some_credit,0.005500157403304405,0.44120494189685483,10,0.007688689879501989,reference,10,centralized_mlp,iid,,0.14482599535218507,52.369964599609375,10,0.20245278145751996
0.1,0.06212375475750559,0.7873357087723628,10,0.08684302092767968,0.0729098629303939,0.28893780487526166,10,0.10192096046051495,0.03105670010142681,0.6744283513399034,10,0.043414273129185416,0.0014625181674154377,0.06589436923017333,10,0.002044459423222897,0.05744113948458207,0.8081454327646178,10,0.0802971761420562,0.12864607689370458,0.6800928436916623,10,0.1798348150647496,0.06397398783951443,0.5039682440568448,10,0.08942946842894836,0.0,0.0,10,0.0,0.05230241767682167,0.329994655129796,10,0.07311373838568097,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.06781571692721941,0.3551608743768011,10,0.09479983538220678,privacy_matched,10,dp_uniform,noniid_alpha=0.1,3.0,4.214265173586057,184.1659466743469,10,5.891136491879688
0.5,0.01188491605770912,0.829216666317774,10,0.0166139670396959,0.014755809036865611,0.329712054653677,10,0.02062719869388683,0.01106296817571272,0.7059752698981249,10,0.015464963129737426,0.0001294275465640399,0.06665555058546405,10,0.00018092723433657534,0.03449525219447903,0.8187237396753897,10,0.048221037506893494,0.1759463534997185,0.663423103785631,10,0.24595604239904598,0.041207980385390544,0.3964662966002736,10,0.05760478446553532,0.028496082587369635,0.0299462507677798,10,0.039834776667178926,0.04184599593101806,0.34889465080117466,10,0.058496668698827275,0.04469555323723919,0.045824560167362006,10,0.06248007513883944,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.00986085775771459,0.403063284330701,10,0.013784528639016616,privacy_matched,10,dp_uniform,noniid_alpha=0.5,3.0,2.652446762663376,175.6307267665863,10,3.707864899967303
,0.002451715170894382,0.8620235257542873,10,0.0034272614835626452,0.005493741746941862,0.3851547726541126,10,0.007679721410324105,0.008945198083931655,0.7189316759895226,10,0.012504524677193034,0.00024746973973903316,0.04970137162149804,10,0.0003459388420904778,0.0024742755362316235,0.8621500901091943,10,0.0034587986996688796,0.004165267627329506,0.840986300830313,10,0.005822642645176893,0.005373979174719358,0.39040020720932483,10,0.007512304878492291,0.0065348849910663595,0.33755245906500503,10,0.00913513930789238,0.0048157590585083,0.4399014439505141,10,0.006731966963895913,0.005832402084747989,0.39983175135531523,10,0.008153135918482423,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.004890098745154816,0.4401167919390446,10,0.006835886680088223,reference,10,fedavg_iid,iid,,0.23088632182269964,87.05164589881898,10,0.3227568223496859
0.1,0.1095281681919156,0.7367794195525652,10,0.15310982151013283,0.09313969145041302,0.2696649093759514,10,0.13020031074101515,0.05857504791082004,0.6491995408870216,10,0.08188227082241209,0.003928659234544448,0.06172226519563041,10,0.005491886919182806,0.09422699253280079,0.7568141154215495,10,0.1317202528472363,0.14031656545515755,0.644247380443278,10,0.1961490331337413,0.0568382760220032,0.49795491417992627,10,0.07945443113249212,0.0,0.0,10,0.0,0.08094795415313054,0.33080228740362444,10,0.11315743718346091,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.09141336353374113,0.3289479097904919,10,0.12778707071744008,reference,10,fedavg_noniid,noniid_alpha=0.1,,0.20211051560140114,86.49790718555451,10,0.2825310190053515
0.5,0.013649852211676604,0.843979672180506,10,0.019081177657491,0.025836214481088797,0.360828496700235,10,0.03611653744419141,0.013867129476868256,0.7165392555403776,10,0.019384910330472554,0.0041422510429204125,0.059293979420168084,10,0.005790467678784007,0.0354131550144217,0.8327329456639511,10,0.04950417717082739,0.1769314158300214,0.6855915319454562,10,0.2473330645848344,0.04776229515258067,0.4123218210438022,10,0.06676708472757677,0.033252075544299466,0.04187946461915922,10,0.04648319638203292,0.04783478093776774,0.3587928134751198,10,0.06686841286822975,0.04422292065051079,0.04384970740455439,10,0.06181938034051999,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.0185472331856999,0.4188671002840472,10,0.025927244191589885,reference,10,fedavg_noniid,noniid_alpha=0.5,,0.23510279229615236,86.4514943599701,10,0.3286510416382063
0.1,0.03819398204929216,0.8174444483540212,10,0.05339150531652896,0.05519243101562604,0.31477378286201835,10,0.0771536984596129,0.02642820154228155,0.6941274069692709,10,0.036944078293014083,0.004094477628670569,0.062025891325581804,10,0.005723685050630247,0.04150438575862508,0.8299599261038996,10,0.05801913060625653,0.0955440655202917,0.7171355925018583,10,0.13356139392865388,0.057865900061360956,0.5113692415106987,10,0.08089095048493757,0.0,0.0,10,0.0,0.05545531200291139,0.33800611893301047,10,0.07752118074025455,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.04702664138567201,0.379800959521592,10,0.06573871167246204,reference,10,fedprox_noniid,noniid_alpha=0.1,,0.3271885975818491,108.32012269496917,10,0.45737812110697945
0.5,0.007272818603287014,0.8521837645571729,10,0.010166699366994799,0.01603671844327702,0.3700398071380483,10,0.02241778657482956,0.01054052098378108,0.7169484442136309,10,0.014734632315065518,0.004030302725201573,0.05863447890601975,10,0.005633974721517912,0.025951199258101257,0.8444907700487623,10,0.036277275078860076,0.1304299081849316,0.7154285633214971,10,0.18232843926309641,0.04431132133527045,0.4160106508187451,10,0.06194295597670893,0.0328267063143269,0.04151396461122144,10,0.04588857120065597,0.044955004500085306,0.359609041084363,10,0.06284276299531251,0.04439937523739489,0.045150618015336694,10,0.06206604684420085,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.011202735270769634,0.42853099323368343,10,0.015660344056218887,reference,10,fedprox_noniid,noniid_alpha=0.5,,0.3998387716229455,107.4983922958374,10,0.5589360615321475
0.1,0.03441144075698807,0.8187606461609862,10,0.04810387719602019,0.05081101965162057,0.31915538311520836,10,0.07102890770505649,0.027248836774583327,0.691938625484868,10,0.03809124724522821,0.0019245487653205696,0.06535461533619889,10,0.002690333663112688,0.04567511633549395,0.8273829028308693,10,0.06384940992830568,0.12484309733760751,0.7050962319459757,10,0.1745186162215402,0.05976961414524901,0.5104500501243786,10,0.083552159271701,0.0,0.0,10,0.0,0.04697237667890323,0.34759367521927864,10,0.06566285484307445,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.04419878803794453,0.38611096944450063,10,0.061785645274339406,privacy_matched,10,full_ha_dp,noniid_alpha=0.1,3.0,4.225594531587941,184.61891582012177,10,5.906973842308605
0.5,0.0055684864716722595,0.8487817543122013,10,0.00778420733071531,0.009272613317803605,0.368719295709495,10,0.012962219613987686,0.011388280332482294,0.7104579638597738,10,0.015919718167462436,0.0023027994940321254,0.0641792350926442,10,0.0032190917215659896,0.01435866232100417,0.8407525341703492,10,0.020072025866817046,0.10797505552336602,0.7052054410852605,10,0.15093871970689546,0.03874865891382612,0.41127048022677687,10,0.05416689010682131,0.033602224844124805,0.03767082997865271,10,0.04697267135165185,0.04170962100718316,0.35835489148857647,10,0.058306029700736554,0.04576620320949622,0.04869125683097667,10,0.06397674059812905,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.009486089156546435,0.4273465074085845,10,0.013260638259220291,privacy_matched,10,full_ha_dp,noniid_alpha=0.5,3.0,2.380933242809792,175.87014288902282,10,3.328315170900999
0.1,0.04849580929617165,0.8059898254007773,10,0.06779246679553563,0.061759287594105886,0.30711597498067567,10,0.08633353096490905,0.0293671838671523,0.6864440212203908,10,0.04105249228925592,0.0020775773085487666,0.06525128383916792,10,0.002904252815842153,0.048104644423290724,0.819069440139975,10,0.06724565600835174,0.1261317113258358,0.6917816262755487,10,0.17631997436520405,0.06099203549856683,0.508543922804885,10,0.08526098649219019,0.0,0.0,10,0.0,0.053730414525139755,0.3324147110067318,10,0.07510994033237939,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.05427229952182949,0.3713072041904963,10,0.07586744332445727,privacy_matched,10,ha_uniform,noniid_alpha=0.1,3.0,3.3617969715618274,180.0411682844162,10,4.699468116432251
0.5,0.006377463839460288,0.8450355402795031,10,0.008915079712062271,0.01232296865395508,0.36168531116938174,10,0.017226322344549978,0.007822173418869314,0.7057043362303297,10,0.010934644445854853,0.00227851449240075,0.06419143691163856,10,0.00318514363016143,0.022290907298205036,0.8338312675266037,10,0.031160539741218865,0.15644346923664285,0.6772056722767509,10,0.21869289011825493,0.038340217308815136,0.4113293168866508,10,0.05359592811345567,0.030616674242267387,0.034433468175545774,10,0.04279915939298477,0.041150819312420546,0.35244049775335723,10,0.057524878795384524,0.049391531551743625,0.048478469235157154,10,0.06904460016850482,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.010077075803652285,0.4218596528248503,10,0.014086780625581236,privacy_matched,10,ha_uniform,noniid_alpha=0.5,3.0,1.303499250344201,172.63793053627015,10,1.8221663052840475
,0.0019962602340192694,0.8646365609462681,10,0.0027905793839527247,0.0038705239734921027,0.3960752449558834,10,0.005410619427996674,0.010646357840217212,0.7198185149735057,10,0.014882582038553414,0.00018908371411816723,0.04918342362904367,10,0.0002643208062092144,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,give_me_some_credit,0.004647015072266519,0.4410255796093545,10,0.0064960791366739995,reference,10,hist_gbdt,iid,,0.43368033030143216,0.6218465089797973,10,0.6062432985144075
,0.002281786887830368,0.85695319479476,10,0.0031897181235398036,0.005435725149581186,0.37979832750450115,10,0.007598619799540714,0.008060588633766144,0.716765137522331,10,0.011267925934998283,0.0003378606533762416,0.05131504313227701,10,0.00047229662640839676,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,give_me_some_credit,0.0044868488652368334,0.43610397234280873,10,0.006272182217962633,reference,10,logistic_regression,iid,,0.03859710028136384,0.32396225929260253,10,0.05395502574765519
0.1,0.04759765691216984,0.8027379194450024,10,0.06653693633726612,0.06282674763273259,0.30080101193840864,10,0.08782573720446704,0.029705165034845913,0.6818491857514635,10,0.0415249573830634,0.0013560612119073606,0.06592473157293925,10,0.0018956428610049144,0.0551412118816619,0.8168684528959513,10,0.07708209904743783,0.12858213953542943,0.6944859987875054,10,0.1797454368009208,0.06259599845859651,0.5058259006447753,10,0.08750317210136334,0.0,0.0,10,0.0,0.05546241806076305,0.3350005716112496,10,0.07753111432416514,0.0,0.0,10,0.0,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.056591287925096226,0.36960400319634334,10,0.07910916558065442,privacy_matched,10,scheduler,noniid_alpha=0.1,3.0,4.049015590427785,184.13247809410095,10,5.660133503336559
0.5,0.008417632365488578,0.8353652660632754,10,0.01176703865584235,0.01332231990321474,0.33949679961798346,10,0.018623319061704686,0.010437881483379962,0.7100026011057372,10,0.014591152187115526,0.0001267909380394909,0.06666203391049517,10,0.00017724150976681493,0.029953698934975542,0.8252267178404511,10,0.04187238381880355,0.1738399493866435,0.6680616254078279,10,0.243011492489145,0.04000261351896927,0.39827249983237617,10,0.055919797773814034,0.0293405750297371,0.03130713821659649,10,0.04101529569942439,0.04155060002514882,0.3531124851578051,10,0.058083733696178336,0.04461574462643183,0.046638020541801085,10,0.062368510393829964,0.0,1540000.0,10,0.0,1.468658447265625,give_me_some_credit,0.00913084676011717,0.4082748757596143,10,0.012764043631482043,privacy_matched,10,scheduler,noniid_alpha=0.5,3.0,2.8930255359499784,175.74027996063234,10,4.044170835190251
,0.0022320603679298087,0.8654677202332623,10,0.0031202052419498,0.0039576323675664885,0.39835964054610823,10,0.005532388566373882,0.011080697225392535,0.7247510443394994,10,0.015489746632254005,0.00019291077626630625,0.04904493827019738,10,0.000269670670194733,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,10,0.0,0.0,give_me_some_credit,0.003174053309368224,0.44268926750138193,10,0.004437020573643501,reference,10,xgboost,iid,,0.11265435189425671,0.46491684913635256,10,0.15747992498739213
