alpha,dataset,dp_auprc_100,dp_auprc_50,dp_auprc_75,dp_best_round_mean_100,dp_best_round_mean_50,dp_best_round_mean_75,dp_boundary_rate_100,dp_boundary_rate_50,dp_boundary_rate_75,full_auprc_100,full_auprc_50,full_auprc_75,full_best_round_mean_100,full_best_round_mean_50,full_best_round_mean_75,full_boundary_rate_100,full_boundary_rate_50,full_boundary_rate_75,full_minus_dp_auprc_100,full_minus_dp_auprc_50,full_minus_dp_auprc_75,full_vs_dp_wins_100,full_vs_dp_wins_50,full_vs_dp_wins_75
0.1,give_me_some_credit,0.3269673517489153,0.31710150286531025,0.323353604598798,72.2,43.2,60.2,0.0,0.2,0.2,0.33942964347174603,0.3349963401993542,0.33883451305863366,81.6,44.2,65.4,0.0,0.4,0.0,0.012462291722830759,0.017894837334043946,0.015480908459835718,4,5,4
0.5,give_me_some_credit,0.3414908176693298,0.32336895432196133,0.3352523214483875,89.4,44.6,69.2,0.0,0.2,0.0,0.37835336987930895,0.3724562810150617,0.3772491514204799,78.2,48.0,66.4,0.0,0.2,0.0,0.0368625522099791,0.04908732669310033,0.0419968299720924,5,5,5
